,distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name,date,location,temp,clouds,pressure,rain,humidity,wind
115,1.57,Uber,1543805278271,North End,Theatre District,17.0,1.0,ca00c0ed-bc14-4558-af18-5be6001f14e2,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 01 2018,Theatre District,36.69,0.41,1023.64,,0.76,2.5
116,1.57,Uber,1544682006887,North End,Theatre District,8.0,1.0,ff9d06a6-3ac8-4692-b154-1fd97fb0ac93,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,Theatre District,33.71,0.12,991.21,,0.82,5.36
117,3.2,Uber,1543777077631,Northeastern University,West End,13.5,1.0,00dc269c-2990-402b-b834-9fe0cede0bae,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,West End,33.67,0.12,991.2,,0.82,5.37
118,3.2,Uber,1544730311763,Northeastern University,West End,23.5,1.0,17fc2426-4a0c-4305-bc55-a2d4e08417da,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,West End,33.79,0.13,991.22,,0.82,5.29
119,3.2,Uber,1543655883575,Northeastern University,West End,14.0,1.0,68589ddd-984f-4cda-adce-b69ed39695d8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 28 2018,West End,33.48,0.13,991.22,,0.83,5.33
120,3.2,Uber,1543508885573,Northeastern University,West End,34.0,1.0,95f75de8-f788-4d4e-991d-771c73720a4c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 28 2018,West End,33.76,0.12,991.2,,0.82,5.42
121,3.2,Uber,1543437308356,Northeastern University,West End,26.5,1.0,b54ea4d2-96e6-4ac3-ae04-6f55d2199dec,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,West End,33.51,0.12,991.2,,0.83,5.39
122,3.2,Uber,1545034211003,Northeastern University,West End,14.0,1.0,b85bee69-de7b-443f-aff5-c98a1e48ebed,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,West End,33.54,0.12,991.2,,0.83,5.4
123,3.2,Uber,1543281863593,Northeastern University,West End,,1.0,e36f3312-05fc-4ba0-8a33-84ddc108643b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 28 2018,West End,33.46,0.12,991.2,,0.83,5.37
124,3.61,Uber,1544975706996,Back Bay,North End,26.5,1.0,174e8ad4-163e-4a6a-94e9-502df39fbc20,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 28 2018,North End,33.4,0.13,991.22,,0.83,5.37
125,3.61,Uber,1543796886448,Back Bay,North End,12.0,1.0,2c692c6d-0b72-4987-bac5-7be5f0833267,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,North End,33.76,0.12,991.21,,0.82,5.43
126,3.61,Uber,1543405886396,Back Bay,North End,11.0,1.0,2de5725b-55ea-4d90-9a1d-5bc113bb047b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 28 2018,North End,33.38,0.12,991.21,,0.83,5.41
127,3.61,Uber,1543411388309,Back Bay,North End,19.5,1.0,5de2313d-3772-4f3e-95be-6b518d21ccf1,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 28 2018,North End,33.41,0.12,991.2,,0.83,5.37
128,3.61,Uber,1543664582720,Back Bay,North End,12.0,1.0,8f56fb33-f2e3-4571-94a4-2e429eb077b6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 15 2018,North End,51.7,0.9,1021.3,,0.73,5.55
129,3.61,Uber,1543318763658,Back Bay,North End,38.5,1.0,9246e691-25f1-4642-a51e-8021b01760c5,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 15 2018,North End,51.99,0.92,1021.29,,0.73,5.41
130,3.61,Uber,1543417148057,Back Bay,North End,,1.0,e34c8f86-cf63-4904-a87b-476d5041eda9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 15 2018,North End,52.14,0.9,1021.3,,0.72,5.6
131,3.05,Uber,1543849385018,Fenway,North Station,23.0,1.0,04727769-94b3-4c50-8cc2-71afd369d249,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 15 2018,North Station,52.17,0.9,1021.29,,0.72,5.6
132,3.05,Uber,1543366282172,Fenway,North Station,30.5,1.0,0e3e2a8c-f22d-4958-bbf1-af5064d0bfcc,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 15 2018,North Station,51.97,0.91,1021.29,,0.73,5.56
133,3.05,Uber,1543423987919,Fenway,North Station,10.5,1.0,2b443af3-246f-4b12-956c-8025dced5b3d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 15 2018,North Station,51.94,0.9,1021.31,,0.73,5.57
134,3.05,Uber,1543668183159,Fenway,North Station,10.5,1.0,669bcc82-6f6b-4d0e-a0b7-8756c7e4da68,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 18 2018,North Station,25.4,0.76,1006.33,,0.52,17.96
135,3.05,Uber,1543691580080,Fenway,North Station,,1.0,a40156d9-4564-4c86-9f2a-3490101fb123,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 18 2018,North Station,25.7,0.8,1006.69,,0.53,17.88
136,3.05,Uber,1545156008342,Fenway,North Station,17.5,1.0,ad7238f1-0a0f-4c13-b671-d498b390d3b6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 18 2018,North Station,25.5,0.79,1006.25,,0.52,17.81
137,3.05,Uber,1543233909659,Fenway,North Station,10.0,1.0,cb398c74-4965-4dd8-af0f-381fd5e74daa,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 18 2018,North Station,25.74,0.77,1006.3,,0.52,18.11
138,1.75,Lyft,1543443221881,Haymarket Square,Theatre District,22.5,1.0,175688b5-eef3-411f-8240-9a1c350571fb,lyft_lux,Lux Black,December 18 2018,Theatre District,25.37,0.77,1006.3,,0.53,18.16
139,1.75,Lyft,1543795980646,Haymarket Square,Theatre District,7.0,1.0,4e562e2e-a33b-4b23-8520-04993ae604c4,lyft_line,Shared,December 18 2018,Theatre District,25.42,0.77,1006.29,,0.53,18.18
140,1.75,Lyft,1543487882810,Haymarket Square,Theatre District,13.5,1.0,70cdb7c1-c32f-472d-a3e4-08fb85fadce7,lyft_plus,Lyft XL,December 18 2018,Theatre District,25.4,0.8,1006.2,,0.53,18.09
141,1.75,Lyft,1543783081168,Haymarket Square,Theatre District,16.5,1.0,7c77ccb6-4675-4924-a223-be3481568077,lyft_premier,Lux,December 18 2018,Theatre District,24.36,0.69,1006.3,,0.54,17.84
142,1.75,Lyft,1544783703771,Haymarket Square,Theatre District,27.5,1.0,c5befa48-631f-4d99-b936-72b01743fe22,lyft_luxsuv,Lux Black XL,December 18 2018,Theatre District,25.67,0.77,1006.3,,0.52,18.08
143,1.75,Lyft,1545078016001,Haymarket Square,Theatre District,9.0,1.0,e31be055-d8b8-4cfe-9387-7939258f2f72,lyft,Lyft,December 18 2018,Theatre District,25.13,0.77,1006.31,,0.53,18.04
144,2.36,Lyft,1544898910112,Fenway,Beacon Hill,9.0,1.0,0b521d97-1529-4012-8e46-cb6fffd2751d,lyft,Lyft,December 18 2018,Beacon Hill,25.18,0.77,1006.31,,0.53,18.12
145,2.36,Lyft,1543444719063,Fenway,Beacon Hill,30.0,1.0,12fa8f8a-9c69-43e0-b604-4206fd4df703,lyft_luxsuv,Lux Black XL,December 09 2018,Beacon Hill,28.83,0.27,1021.48,,0.6,5.11
146,2.36,Lyft,1543428849389,Fenway,Beacon Hill,16.5,1.0,1aa04d78-8630-4f30-be6a-0bec07eeabd6,lyft_premier,Lux,December 09 2018,Beacon Hill,28.81,0.27,1021.48,,0.6,5.16
147,2.36,Lyft,1543236429575,Fenway,Beacon Hill,13.5,1.0,6bbc0189-5faa-4e8e-9dd8-fb36d9848cab,lyft_plus,Lyft XL,December 09 2018,Beacon Hill,28.84,0.27,1021.48,,0.6,5.02
148,2.36,Lyft,1544784303610,Fenway,Beacon Hill,22.5,1.0,7eca01e2-0c21-4336-9218-741b274d26a7,lyft_lux,Lux Black,December 09 2018,Beacon Hill,28.66,0.27,1021.48,,0.6,5.03
149,2.36,Lyft,1543246690253,Fenway,Beacon Hill,7.0,1.0,a9847c3d-2766-4908-80e1-c96667268463,lyft_line,Shared,December 09 2018,Beacon Hill,28.81,0.28,1021.48,,0.6,5.21
150,2.32,Uber,1545114613808,North End,Back Bay,14.0,1.0,0cd01858-da20-49ce-b079-d0a27f225c9b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 09 2018,Back Bay,28.82,0.28,1021.47,,0.6,5.22
151,2.32,Uber,1543637877760,North End,Back Bay,20.5,1.0,10436f60-110d-4ffc-b261-e3ed262aec75,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 09 2018,Back Bay,28.86,0.28,1021.47,,0.6,5.24
152,2.32,Uber,1545134109377,North End,Back Bay,9.5,1.0,1609c275-bacc-4d6a-be79-1ce48dff3c01,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 09 2018,Back Bay,28.78,0.28,1021.47,,0.6,5.2
153,2.32,Uber,1545072610662,North End,Back Bay,9.5,1.0,88c309eb-4f98-4410-bf60-2d2f1113abe2,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 09 2018,Back Bay,28.71,0.27,1021.48,,0.6,5.06
154,2.32,Uber,1544879109323,North End,Back Bay,8.5,1.0,dcb17cf8-5aa4-4ee0-ad3d-8eebd78cfea3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 09 2018,Back Bay,28.83,0.28,1021.48,,0.6,5.2
155,2.32,Uber,1545046211951,North End,Back Bay,,1.0,f11cb3b2-6675-4833-bd59-ee1c61715881,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 09 2018,Back Bay,28.76,0.28,1021.48,,0.6,5.17
156,1.02,Lyft,1543320922386,North End,North Station,13.5,1.0,0dabfd02-5bf7-4cf0-94be-a10d1b3bba9a,lyft_premier,Lux,December 09 2018,North Station,28.72,0.28,1021.47,,0.6,5.19
157,1.02,Lyft,1543275374692,North End,North Station,26.0,1.0,8f06de18-0c51-4021-a601-963d4d04ac5c,lyft_luxsuv,Lux Black XL,December 14 2018,North Station,42.89,0.98,1024.62,,0.88,5.93
158,1.02,Lyft,1544678403606,North End,North Station,16.5,1.0,d0af528b-c6f7-4d83-a0b7-cd02eb17f880,lyft_lux,Lux Black,December 14 2018,North Station,42.66,0.98,1024.61,,0.89,6.03
159,1.02,Lyft,1544972111793,North End,North Station,11.0,1.0,d2bac749-6eef-4325-9f28-de2db6c8449c,lyft_plus,Lyft XL,November 26 2018,North Station,40.65,0.93,1013.76,,0.92,3.01
160,1.17,Lyft,1544701809288,Haymarket Square,Financial District,16.5,1.0,2012f0d4-7227-4bd1-9cb9-8555a0ec7b7f,lyft_lux,Lux Black,November 26 2018,Financial District,40.69,0.93,1013.77,,0.92,3.02
161,1.17,Lyft,1544853606131,Haymarket Square,Financial District,13.5,1.0,784dc2b4-b454-4f58-8865-043a1f2f9e4c,lyft_premier,Lux,November 26 2018,Financial District,40.46,0.92,1013.75,,0.93,3.06
162,1.17,Lyft,1543435147680,Haymarket Square,Financial District,5.0,1.0,83b8d4f4-516a-48ee-9c1c-6d358ba9e4b7,lyft_line,Shared,November 26 2018,Financial District,40.52,0.93,1013.76,,0.93,3.1
163,1.17,Lyft,1544968503617,Haymarket Square,Financial District,27.5,1.0,9e502957-dbc0-4296-af7e-fd01a295fffb,lyft_luxsuv,Lux Black XL,November 26 2018,Financial District,40.42,0.92,1013.8,,0.93,2.69
164,1.17,Lyft,1543584477278,Haymarket Square,Financial District,7.0,1.0,c4e49271-0f00-4743-a2c5-95ec39b83fde,lyft,Lyft,November 26 2018,Financial District,40.45,0.92,1013.8,,0.93,2.71
165,1.17,Lyft,1543286722302,Haymarket Square,Financial District,10.5,1.0,f91aa276-39be-4562-a9bb-d47a4caf9b27,lyft_plus,Lyft XL,November 26 2018,Financial District,40.35,0.92,1013.8,,0.93,2.66
166,4.43,Uber,1543434068391,Financial District,Fenway,11.0,1.0,56f817da-4fd0-4b6c-8e28-bde9789c1e45,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,November 26 2018,Fenway,40.16,0.91,1013.79,,0.94,2.75
167,4.43,Uber,1543327222288,Financial District,Fenway,,1.0,5f67844a-1cf5-48c7-afb8-dcf16cbc8310,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 29 2018,Fenway,42.47,0.58,1007.66,,0.54,10.66
168,4.43,Uber,1543892876087,Financial District,Fenway,36.5,1.0,8e46fa0e-6af8-46c3-a397-e3d1202f7234,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 29 2018,Fenway,42.46,0.58,1007.66,,0.54,10.74
169,4.43,Uber,1543326142541,Financial District,Fenway,20.5,1.0,91aca6a9-d049-4e9e-a1ff-6fcdb09df24c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,November 29 2018,Fenway,42.65,0.59,1007.67,,0.54,10.55
170,4.43,Uber,1543210587826,Financial District,Fenway,12.5,1.0,9f2a2774-9951-4b77-8320-bbb1e7c0e0d6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 29 2018,Fenway,42.32,0.58,1007.67,,0.55,10.54
171,4.43,Uber,1543457648155,Financial District,Fenway,12.5,1.0,a2ecc5c0-80ac-44e5-8979-04e386cd2a14,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 29 2018,Fenway,42.66,0.58,1007.66,,0.54,10.8
172,4.43,Uber,1543513683004,Financial District,Fenway,27.0,1.0,b4b7b524-aead-49e4-a93e-9c792fcf4203,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 29 2018,Fenway,42.44,0.58,1007.66,,0.54,10.81
173,1.4,Lyft,1543271170503,Fenway,Back Bay,7.0,1.0,2382ce6b-74f7-4879-b00b-80e2c995f779,lyft,Lyft,November 29 2018,Back Bay,42.48,0.58,1007.66,,0.54,10.84
174,1.4,Lyft,1543323623851,Fenway,Back Bay,3.0,1.0,5cb71089-07a9-4ff9-9afb-54080d512da0,lyft_line,Shared,November 29 2018,Back Bay,42.4,0.58,1007.66,,0.54,10.8
175,1.4,Lyft,1543752483283,Fenway,Back Bay,13.5,1.0,65a3dd83-4773-4172-93e2-2620dc42e92e,lyft_premier,Lux,November 29 2018,Back Bay,42.31,0.58,1007.67,,0.55,10.59
176,1.4,Lyft,1544919913115,Fenway,Back Bay,16.5,1.0,9277e4fa-e696-415e-b2e0-94dfd395925d,lyft_lux,Lux Black,November 29 2018,Back Bay,42.64,0.58,1007.66,,0.54,10.79
177,1.4,Lyft,1543730276358,Fenway,Back Bay,10.5,1.0,9799b1e2-f62a-45c9-8326-ccbba69994af,lyft_plus,Lyft XL,November 29 2018,Back Bay,42.33,0.58,1007.66,,0.55,10.74
178,1.4,Lyft,1543672380001,Fenway,Back Bay,27.5,1.0,bac0c1d3-2bd0-4bd9-aabc-a18d1d5bf6bc,lyft_luxsuv,Lux Black XL,November 29 2018,Back Bay,42.35,0.58,1007.66,,0.55,10.77
179,1.01,Lyft,1543458908886,North Station,North End,16.5,1.0,1a2cacd5-b9e8-4b2e-b27c-19e7144f10ee,lyft_lux,Lux Black,December 13 2018,North End,32.33,0.7,1033.66,,0.56,2.34
180,1.01,Lyft,1545132904042,North Station,North End,7.0,1.0,4d0ebe87-60d1-43ad-86e3-e06550857e1d,lyft,Lyft,December 13 2018,North End,32.24,0.7,1033.66,,0.56,2.36
181,1.01,Lyft,1545121505272,North Station,North End,5.0,1.0,6b5c1ecb-3216-445f-96f7-fc9694364a0a,lyft_line,Shared,December 13 2018,North End,32.31,0.7,1033.65,,0.56,2.31
182,1.01,Lyft,1543211401302,North Station,North End,13.5,1.0,8e5b8d23-f08a-4301-bfc4-26d624585214,lyft_premier,Lux,December 13 2018,North End,32.28,0.69,1033.67,,0.56,2.38
183,1.01,Lyft,1543350621536,North Station,North End,27.5,1.0,9afde07b-18e7-4889-94d7-1e15810d9b56,lyft_luxsuv,Lux Black XL,December 13 2018,North End,32.31,0.69,1033.67,,0.56,2.38
184,1.01,Lyft,1543687976411,North Station,North End,10.5,1.0,f8ab1b64-d303-4001-b554-4057ba0bfedf,lyft_plus,Lyft XL,December 13 2018,North End,32.28,0.69,1033.67,,0.56,2.36
185,2.84,Uber,1543559281472,Fenway,West End,11.0,1.0,00ffaa21-d3ce-40f6-bf8f-67eb843fca97,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 25 2018,West End,40.65,0.94,1013.75,,0.92,2.67
186,2.84,Uber,1544685003512,Fenway,West End,,1.0,2f942312-92c8-499b-91f0-20e6bd75fcc8,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,November 25 2018,West End,40.54,0.94,1013.75,,0.92,2.78
187,2.84,Uber,1543717383819,Fenway,West End,33.5,1.0,456b9321-925e-4b3e-8696-55d6230afc44,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,November 25 2018,West End,40.65,0.94,1013.76,,0.92,2.97
188,2.84,Uber,1543425384616,Fenway,West End,23.0,1.0,80a4247c-0c0f-4962-a8a6-33039e80baf9,6c84fd89-3f11-4782-9b50-97c468b19529,Black,November 25 2018,West End,40.6,0.94,1013.76,,0.92,2.91
189,2.84,Uber,1543403287718,Fenway,West End,11.0,1.0,8549feff-78ca-4861-b140-55a9a9b80af6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 27 2018,West End,45.27,1.0,989.02,,0.93,1.56
190,2.84,Uber,1543631580728,Fenway,West End,9.5,1.0,c44669ec-ed1c-4bbe-9a1a-5ea9d9aa1919,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 18 2018,West End,30.02,1.0,1003.18,,0.58,12.97
191,2.84,Uber,1544810411713,Fenway,West End,17.5,1.0,d9f75f28-f115-4c5a-845c-a92c97362954,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 18 2018,West End,29.93,1.0,1003.15,,0.59,13.08
192,1.3,Uber,1543466101752,Theatre District,South Station,,1.0,24e94a16-2d9b-4e4c-84c6-daf63f0486ca,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 18 2018,South Station,30.1,1.0,1003.16,,0.58,13.04
193,1.81,Uber,1543542482221,Theatre District,North End,29.5,1.0,2a3cc2d4-be1d-43a5-a0bc-4694f6174856,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 18 2018,North End,30.01,1.0,1003.16,,0.59,13.07
194,1.3,Uber,1543416608077,Theatre District,South Station,9.5,1.0,3750bc55-d7e0-4570-8769-e91e69bd6879,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 18 2018,South Station,30.09,1.0,1003.18,,0.58,12.92
195,1.81,Uber,1543435147917,Theatre District,North End,15.0,1.0,5ad26487-dbb2-472c-a141-30d59ddb9b72,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 18 2018,North End,30.16,1.0,1003.15,,0.58,13.16
196,1.81,Uber,1543456795165,Theatre District,North End,,1.0,6c2dec25-7912-4ca1-a0fa-99c148cef8a3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 18 2018,North End,30.03,1.0,1003.15,,0.59,13.12
197,1.3,Uber,1543875779838,Theatre District,South Station,27.0,1.0,7eae79ec-6a4a-4a36-9eb4-1e95860493d1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 18 2018,South Station,30.07,1.0,1003.15,,0.58,13.14
198,1.81,Uber,1543711677547,Theatre District,North End,19.5,1.0,8b37f02d-9406-4980-b1bd-5a17ecf08985,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 18 2018,North End,30.0,1.0,1003.15,,0.59,13.09
199,1.3,Uber,1543420285198,Theatre District,South Station,17.5,1.0,90503e0c-7f58-46ba-8353-67fe00fe4c2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 18 2018,South Station,29.99,1.0,1003.17,,0.59,13.03
200,1.81,Uber,1543630271407,Theatre District,North End,10.0,1.0,9761f55e-9ad2-4df9-b5d3-bcae8666eb24,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 18 2018,North End,30.14,1.0,1003.15,,0.58,13.17
201,1.3,Uber,1544793908416,Theatre District,South Station,14.0,1.0,ca2c2c86-bc3b-43c5-9d00-1facab7c439f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 18 2018,South Station,29.94,1.0,1003.15,,0.59,13.12
202,1.81,Uber,1543432987866,Theatre District,North End,10.5,1.0,cbe688fa-4802-42a3-98bb-579e914d21fe,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 26 2018,North End,40.59,0.93,1013.77,,0.92,2.95
203,1.81,Uber,1543614487465,Theatre District,North End,10.5,1.0,d78aa5c3-6766-45a6-ab08-29a3975cd58f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,November 26 2018,North End,40.46,0.92,1013.75,,0.93,3.06
204,1.3,Uber,1545013505471,Theatre District,South Station,9.5,1.0,f77944e3-c2c0-4dce-bc44-0829b876c99a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,November 28 2018,South Station,33.4,0.14,991.21,,0.83,5.65
205,2.44,Lyft,1544826611974,Beacon Hill,Northeastern University,9.0,1.0,08bf3307-66e4-4d6d-b70d-dfe1aaa4e7b6,lyft,Lyft,November 28 2018,Northeastern University,33.37,0.14,991.2,,0.83,5.65
206,2.44,Lyft,1543866181072,Beacon Hill,Northeastern University,30.0,1.0,1821e6cf-df10-4131-a021-6c08eb059b2e,lyft_luxsuv,Lux Black XL,November 28 2018,Northeastern University,33.52,0.14,991.21,,0.83,5.57
207,2.44,Lyft,1543814578105,Beacon Hill,Northeastern University,3.5,1.0,30ceda38-1290-4074-a7b8-6c876c6a8eed,lyft_line,Shared,November 28 2018,Northeastern University,33.15,0.14,991.22,,0.84,5.61
208,2.44,Lyft,1544747410451,Beacon Hill,Northeastern University,16.5,1.0,97564359-cf39-4e55-92c2-4376469f4778,lyft_premier,Lux,November 28 2018,Northeastern University,33.58,0.14,991.2,,0.82,5.71
209,2.44,Lyft,1543538278680,Beacon Hill,Northeastern University,22.5,1.0,cf227713-d0f4-4613-a085-af6168b2329c,lyft_lux,Lux Black,November 28 2018,Northeastern University,33.18,0.14,991.19,,0.84,5.68
210,2.44,Lyft,1544866804426,Beacon Hill,Northeastern University,13.5,1.0,de12d4c1-44de-4a7b-98c0-c574579774dd,lyft_plus,Lyft XL,November 28 2018,Northeastern University,33.21,0.14,991.19,,0.84,5.69
211,3.04,Lyft,1543842179401,West End,Boston University,7.0,1.0,1aa247fd-d022-409d-93b1-b387285df306,lyft_line,Shared,November 28 2018,Boston University,33.13,0.14,991.19,,0.84,5.66
212,3.04,Lyft,1543330282474,West End,Boston University,16.5,1.0,21f24a6d-ae97-4c0f-b43e-f2247075c8a2,lyft_plus,Lyft XL,November 28 2018,Boston University,33.05,0.14,991.22,,0.84,5.65
213,3.04,Lyft,1544880009834,West End,Boston University,32.5,1.0,81ea313a-7bd7-4f41-a769-c6e9ef260d18,lyft_luxsuv,Lux Black XL,November 28 2018,Boston University,33.58,0.14,991.2,,0.82,5.72
214,3.04,Lyft,1543899482542,West End,Boston University,19.5,1.0,bdd34064-e66f-44f9-8529-b61f38af4520,lyft_premier,Lux,November 28 2018,Boston University,33.04,0.14,991.2,,0.84,5.69
215,3.04,Lyft,1544932809267,West End,Boston University,10.5,1.0,c27bdecb-bf4b-415c-830e-a4da428f8369,lyft,Lyft,November 28 2018,Boston University,33.07,0.14,991.19,,0.84,5.66
216,3.04,Lyft,1543608483779,West End,Boston University,22.5,1.0,f1d37582-0af0-49ca-a209-d19970fdf230,lyft_lux,Lux Black,December 15 2018,Boston University,46.71,0.91,1022.17,,0.89,3.93
217,2.59,Uber,1543710178854,Beacon Hill,Northeastern University,15.0,1.0,362a3b01-e16d-4d4b-aef9-28c0d9986468,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,December 15 2018,Northeastern University,46.62,0.91,1022.17,,0.89,3.96
218,2.59,Uber,1545076214526,Beacon Hill,Northeastern University,11.0,1.0,64b25bd3-0d02-4b74-a1b3-87122b146117,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,December 15 2018,Northeastern University,46.4,0.91,1022.17,,0.9,3.98
219,2.59,Uber,1543342161995,Beacon Hill,Northeastern University,,1.0,7044955a-f7a3-4304-87e3-3ee5e3831cbf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,December 15 2018,Northeastern University,46.86,0.91,1022.16,,0.89,3.93
220,2.59,Uber,1544791509576,Beacon Hill,Northeastern University,21.5,1.0,819daf9d-bc12-4a3a-a6db-fbb655e3dd2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,December 15 2018,Northeastern University,46.84,0.92,1022.16,,0.89,3.92
221,2.59,Uber,1543809182480,Beacon Hill,Northeastern University,15.0,1.0,9714c324-f07a-45a8-82bb-2d411189ca42,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,December 15 2018,Northeastern University,46.85,0.91,1022.17,,0.88,3.97
222,2.59,Uber,1543588680871,Beacon Hill,Northeastern University,23.5,1.0,b20829b7-7020-48ce-ab21-36f4f37f3cc7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,December 15 2018,Northeastern University,46.85,0.92,1022.17,,0.88,3.97
223,2.59,Uber,1543774081570,Beacon Hill,Northeastern University,35.0,1.0,fe0c35f5-ec15-4462-aea3-9d4dc67e5417,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,December 15 2018,Northeastern University,46.92,0.91,1022.17,,0.88,3.99
224,0.71,Lyft,1543455668150,West End,Haymarket Square,7.0,1.0,1247e641-cfd2-4aa2-a8c7-f62879fcd5f0,lyft,Lyft,December 15 2018,Haymarket Square,46.88,0.92,1022.16,,0.89,3.89
225,0.71,Lyft,1543441627370,West End,Haymarket Square,11.0,1.0,3b6f5700-218a-497c-94fd-9e70481bf970,lyft_premier,Lux,December 15 2018,Haymarket Square,46.85,0.92,1022.16,,0.89,3.89
226,0.71,Lyft,1543419847978,West End,Haymarket Square,16.5,1.0,75d59a63-af1a-4058-838e-c7c86c272d49,lyft_lux,Lux Black,December 15 2018,Haymarket Square,46.87,0.92,1022.16,,0.89,3.91
227,0.71,Lyft,1545022210821,West End,Haymarket Square,5.0,1.0,b7edd0e6-1d3c-4f13-9f61-aa469fa49add,lyft_line,Shared,December 15 2018,Haymarket Square,46.88,0.91,1022.17,,0.88,3.98
228,0.71,Lyft,1543438748192,West End,Haymarket Square,26.0,1.0,bb9d946d-c71c-45f6-b7b1-2c5eda01f413,lyft_luxsuv,Lux Black XL,December 16 2018,Haymarket Square,41.98,0.88,1021.54,,0.71,7.22
229,0.71,Lyft,1545066907431,West End,Haymarket Square,9.0,1.0,f6716f15-473f-4e42-9647-eed829aee696,lyft_plus,Lyft XL,December 16 2018,Haymarket Square,42.12,0.87,1021.56,,0.71,7.42
230,3.25,Lyft,1544721313191,Northeastern University,West End,38.0,1.0,2259301b-e7f4-42c1-83c4-5a889a732df4,lyft_luxsuv,Lux Black XL,December 16 2018,West End,41.96,0.87,1021.58,,0.71,7.29
231,3.25,Lyft,1543631287357,Northeastern University,West End,22.5,1.0,26f760c4-0a39-4739-8bb3-e9d1aa46ae41,lyft_premier,Lux,November 28 2018,West End,35.65,0.14,991.55,,0.77,6.55
